Transaction_ID,Amount,Account,Date,Type
TRX_000399,9.83,ACC_3936,2024-07-11,Expense
TRX_000400,4.811,ACC_2342,2024-09-19,Liability
TRX_000401,2.873,ACC_8235,2024-09-02,Liability
TRX_000402,9.76,ACC_3653,2024-05-25,Liability
TRX_000403,1.119,ACC_3038,2024-02-15,Asset
TRX_000404,6.1,ACC_2784,2024-07-11,Asset
TRX_000405,9.9,ACC_7893,2024-06-13,Liability
TRX_000406,3.2,ACC_8082,2024-07-22,Asset
TRX_000407,1.16,ACC_3962,2024-12-27,Liability
TRX_000408,7.4,ACC_6730,2024-02-03,Liability
TRX_000409,3.6,ACC_7453,2024-06-16,Liability
TRX_000410,4.7,ACC_5086,2024-06-21,Expense
TRX_000411,8.8,ACC_5758,2024-03-23,Asset
TRX_000412,5.16,ACC_4534,2024-01-21,Revenue
TRX_000413,1.172,ACC_5530,2024-10-07,Expense
TRX_000414,1.584,ACC_3156,2024-09-21,Expense
TRX_000415,3.0,ACC_7772,2024-12-17,Liability
TRX_000416,3.9,ACC_9488,2024-06-11,Revenue
TRX_000417,1.17,ACC_6622,2024-05-03,Revenue
TRX_000418,1.03,ACC_8036,2024-08-13,Asset
TRX_000419,7.0,ACC_5603,2024-11-02,Revenue
TRX_000420,2.2,ACC_5818,2024-09-16,Expense
TRX_000421,8.9,ACC_5576,2024-02-16,Liability
TRX_000422,6.18,ACC_9236,2024-06-21,Expense
TRX_000423,1.6,ACC_2001,2024-10-25,Liability
TRX_000424,3.8,ACC_1478,2024-04-08,Revenue
TRX_000425,2.3,ACC_1271,2024-03-25,Liability
TRX_000426,5.3,ACC_7222,2024-02-15,Expense
TRX_000427,6.98,ACC_1066,2024-09-21,Asset
TRX_000428,1.9,ACC_5471,2024-12-05,Expense
TRX_000429,8.3,ACC_1198,2024-02-22,Liability
TRX_000430,8.764,ACC_2174,2024-10-19,Revenue
TRX_000431,5.1,ACC_9979,2024-12-23,Revenue
TRX_000432,1.9,ACC_1731,2024-10-23,Expense
TRX_000433,2.153,ACC_9516,2024-03-22,Asset
TRX_000434,1.78,ACC_3371,2024-09-12,Asset
TRX_000435,5.02,ACC_3917,2024-04-07,Expense
TRX_000436,2.5,ACC_5327,2024-03-08,Expense
TRX_000437,2.906,ACC_7691,2024-09-06,Liability
TRX_000438,1.86,ACC_8037,2024-02-03,Asset
TRX_000439,7.29,ACC_1687,2024-05-22,Liability
TRX_000440,1.723,ACC_4183,2024-06-27,Asset
TRX_000441,1.7,ACC_2335,2024-06-04,Asset
TRX_000442,7.76,ACC_3330,2024-01-27,Liability
TRX_000443,7.894,ACC_9881,2024-04-05,Revenue
TRX_000444,2.2,ACC_2412,2024-03-20,Asset
TRX_000445,1.07,ACC_6969,2024-02-22,Expense
TRX_000446,2.513,ACC_8943,2024-03-15,Revenue
TRX_000447,1.3,ACC_7924,2024-01-02,Expense
TRX_000448,1.81,ACC_2990,2024-07-25,Expense
TRX_000449,1.51,ACC_5435,2024-05-21,Expense
TRX_000450,1.9,ACC_8440,2024-10-23,Expense
TRX_000451,8.15,ACC_7468,2024-05-20,Liability
TRX_000452,2.4,ACC_7852,2024-10-25,Expense
TRX_000453,1.55,ACC_3721,2024-07-06,Asset
TRX_000454,1.6,ACC_7240,2024-01-24,Liability
TRX_000455,3.09,ACC_2128,2024-07-04,Liability
TRX_000456,9.61,ACC_5567,2024-08-17,Revenue
TRX_000457,1.04,ACC_9362,2024-07-10,Revenue
TRX_000458,7.529,ACC_5961,2024-10-04,Asset
TRX_000459,6.96,ACC_5565,2024-10-01,Liability
TRX_000460,9.49,ACC_3568,2024-11-15,Liability
TRX_000461,9.537,ACC_1240,2024-01-24,Liability
TRX_000462,1.586,ACC_8995,2024-03-22,Asset
TRX_000463,8.2,ACC_7568,2024-10-02,Revenue
TRX_000464,8.69,ACC_5368,2024-06-14,Asset
TRX_000465,1.75,ACC_2910,2024-03-25,Liability
TRX_000466,1.03,ACC_7996,2024-06-05,Revenue
TRX_000467,9.445,ACC_7681,2024-12-01,Liability
TRX_000468,8.086,ACC_4462,2024-12-21,Asset
TRX_000469,3.36,ACC_5703,2024-03-02,Expense
TRX_000470,1.4,ACC_2861,2024-06-09,Liability
TRX_000471,4.495,ACC_9081,2024-06-13,Revenue
TRX_000472,1.69,ACC_8264,2024-04-13,Asset
TRX_000473,2.4,ACC_8996,2024-02-23,Expense
TRX_000474,1.569,ACC_3460,2024-02-01,Revenue
TRX_000475,3.291,ACC_4114,2024-07-09,Revenue
TRX_000476,3.69,ACC_3630,2024-10-02,Expense
TRX_000477,6.0,ACC_5078,2024-10-19,Liability
TRX_000478,8.0,ACC_4565,2024-11-18,Expense
TRX_000479,1.68,ACC_8382,2024-12-22,Liability
TRX_000480,4.9,ACC_3223,2024-11-21,Expense
TRX_000481,1.7,ACC_5823,2024-05-25,Expense
TRX_000482,2.78,ACC_3883,2024-01-17,Revenue
TRX_000483,3.79,ACC_2738,2024-05-21,Expense
TRX_000484,7.01,ACC_1495,2024-04-05,Revenue
TRX_000485,2.0,ACC_1156,2024-04-18,Asset
TRX_000486,5.846,ACC_5626,2024-10-20,Expense
TRX_000487,2.01,ACC_6599,2024-05-03,Expense
TRX_000488,8.0,ACC_4767,2024-03-11,Revenue
TRX_000489,7.733,ACC_9052,2024-06-07,Expense
TRX_000490,5.5,ACC_7704,2024-09-10,Expense
TRX_000491,4.76,ACC_7031,2024-04-16,Asset
TRX_000492,5.996,ACC_8328,2024-10-25,Revenue
TRX_000493,2.339,ACC_3506,2024-02-14,Liability
TRX_000494,2.07,ACC_3941,2024-02-12,Expense
TRX_000495,3.98,ACC_7230,2024-07-17,Expense
TRX_000496,1.33,ACC_6818,2024-03-23,Liability
TRX_000497,5.21,ACC_2532,2024-06-13,Liability
TRX_000498,1.35,ACC_4122,2024-08-07,Liability
TRX_000499,7.34,ACC_7500,2024-07-27,Revenue
TRX_000500,1.946,ACC_4364,2024-09-15,Asset
TRX_000501,1.9,ACC_5500,2024-08-21,Revenue
TRX_000502,3.72,ACC_5726,2024-07-14,Expense
TRX_000503,8.189,ACC_2936,2024-01-03,Expense
TRX_000504,6.6,ACC_5611,2024-10-13,Expense
TRX_000505,2.83,ACC_3244,2024-03-02,Liability
TRX_000506,5.57,ACC_5732,2024-03-11,Asset
TRX_000507,1.1,ACC_3567,2024-10-11,Liability
TRX_000508,3.43,ACC_6127,2024-04-10,Liability
TRX_000509,3.14,ACC_4732,2024-12-18,Expense
TRX_000510,8.68,ACC_6413,2024-06-12,Expense
TRX_000511,2.95,ACC_9433,2024-06-24,Asset
TRX_000512,1.7,ACC_1069,2024-05-25,Expense
TRX_000513,2.1,ACC_9119,2024-12-25,Liability
TRX_000514,6.98,ACC_8347,2024-10-10,Expense
TRX_000515,2.183,ACC_1231,2024-07-07,Liability
TRX_000516,8.1,ACC_3276,2024-02-20,Asset
TRX_000517,7.5,ACC_5497,2024-08-08,Revenue
TRX_000518,7.9,ACC_9534,2024-04-17,Asset
TRX_000519,7.3,ACC_1942,2024-08-25,Liability
TRX_000520,7.42,ACC_4381,2024-01-12,Liability
TRX_000521,2.7,ACC_5152,2024-05-26,Expense
TRX_000522,1.297,ACC_4326,2024-12-02,Asset
TRX_000523,5.45,ACC_6092,2024-07-26,Expense
TRX_000524,3.784,ACC_6636,2024-11-10,Liability
TRX_000525,4.1,ACC_1654,2024-10-24,Asset
TRX_000526,4.345,ACC_7154,2024-12-26,Revenue
TRX_000527,1.4,ACC_7639,2024-01-27,Asset
TRX_000528,1.374,ACC_9075,2024-10-05,Liability
TRX_000529,7.4,ACC_3803,2024-06-24,Asset
TRX_000530,1.16,ACC_3665,2024-10-14,Asset
TRX_000531,8.0,ACC_2223,2024-05-19,Expense
TRX_000532,1.542,ACC_5277,2024-03-10,Liability
TRX_000533,9.173,ACC_8448,2024-07-12,Expense
TRX_000534,6.841,ACC_8082,2024-03-25,Asset
TRX_000535,1.38,ACC_8422,2024-02-15,Liability
TRX_000536,1.1,ACC_3793,2024-01-07,Liability
TRX_000537,2.729,ACC_9102,2024-10-17,Expense
TRX_000538,4.3,ACC_1835,2024-07-23,Expense
TRX_000539,8.721,ACC_5022,2024-08-17,Liability
TRX_000540,2.3,ACC_5573,2024-12-04,Asset
TRX_000541,4.18,ACC_9945,2024-07-17,Liability
TRX_000542,3.965,ACC_7811,2024-05-21,Asset
TRX_000543,3.2,ACC_9605,2024-02-14,Expense
TRX_000544,3.684,ACC_1579,2024-11-02,Expense
TRX_000545,2.98,ACC_1452,2024-10-10,Expense
TRX_000546,5.47,ACC_7747,2024-01-07,Expense
TRX_000547,1.0,ACC_2168,2024-05-26,Revenue
TRX_000548,1.7,ACC_8338,2024-03-04,Expense
TRX_000549,1.7,ACC_1445,2024-11-17,Liability
TRX_000550,2.58,ACC_5992,2024-07-26,Asset
TRX_000551,4.763,ACC_6011,2024-06-22,Revenue
TRX_000552,9.1,ACC_6724,2024-03-01,Revenue
TRX_000553,3.42,ACC_1551,2024-03-25,Asset
TRX_000554,2.6,ACC_7099,2024-04-12,Revenue
TRX_000555,7.652,ACC_9564,2024-01-23,Revenue
TRX_000556,1.22,ACC_9695,2024-07-22,Asset
TRX_000557,4.38,ACC_5378,2024-02-04,Asset
TRX_000558,5.145,ACC_3810,2024-07-17,Asset
TRX_000559,2.3,ACC_7117,2024-09-05,Expense
TRX_000560,3.8,ACC_3243,2024-03-24,Expense
TRX_000561,1.82,ACC_9971,2024-02-17,Expense
TRX_000562,5.6,ACC_4406,2024-12-09,Asset
TRX_000563,1.2,ACC_2749,2024-11-19,Revenue
TRX_000564,6.4,ACC_7784,2024-10-15,Asset
TRX_000565,1.65,ACC_8194,2024-12-18,Asset
TRX_000566,1.1,ACC_2502,2024-02-07,Liability
TRX_000567,1.88,ACC_8367,2024-03-03,Expense
TRX_000568,1.36,ACC_4539,2024-09-12,Expense
TRX_000569,3.63,ACC_4382,2024-04-15,Liability
TRX_000570,1.894,ACC_6739,2024-02-10,Expense
TRX_000571,5.119,ACC_7606,2024-12-26,Revenue
TRX_000572,1.82,ACC_8419,2024-11-23,Asset
TRX_000573,4.15,ACC_4250,2024-02-12,Asset
TRX_000574,1.41,ACC_7082,2024-03-22,Expense
TRX_000575,8.067,ACC_4209,2024-07-24,Revenue
TRX_000576,1.498,ACC_4557,2024-04-24,Asset
TRX_000577,2.4,ACC_1687,2024-06-03,Asset
TRX_000578,1.7,ACC_4395,2024-11-06,Revenue
TRX_000579,1.2,ACC_2872,2024-09-02,Revenue
TRX_000580,5.39,ACC_3581,2024-11-23,Asset
TRX_000581,1.74,ACC_2036,2024-09-25,Revenue
TRX_000582,3.7,ACC_6065,2024-01-25,Liability
TRX_000583,2.2,ACC_5354,2024-08-05,Expense
TRX_000584,3.479,ACC_4945,2024-04-02,Asset
TRX_000585,1.615,ACC_4880,2024-04-25,Expense
TRX_000586,1.6,ACC_2574,2024-01-13,Asset
TRX_000587,1.551,ACC_5095,2024-06-20,Revenue
TRX_000588,2.7,ACC_9240,2024-04-01,Expense
TRX_000589,6.6,ACC_3833,2024-06-22,Revenue
TRX_000590,7.991,ACC_9278,2024-01-16,Expense
TRX_000591,3.18,ACC_4535,2024-11-05,Asset
TRX_000592,2.379,ACC_7636,2024-11-26,Liability
TRX_000593,2.454,ACC_5566,2024-12-02,Revenue
TRX_000594,6.28,ACC_8743,2024-06-26,Asset
TRX_000595,2.27,ACC_7207,2024-04-11,Revenue
TRX_000596,9.046,ACC_7878,2024-06-14,Expense
TRX_000597,1.102,ACC_4483,2024-07-01,Revenue
TRX_000598,5.211,ACC_4007,2024-10-05,Revenue
TRX_000599,2.91,ACC_1501,2024-05-17,Asset
TRX_000600,9.2,ACC_1969,2024-05-14,Expense
TRX_000601,4.9,ACC_8397,2024-12-26,Liability
TRX_000602,2.042,ACC_5958,2024-08-16,Asset
TRX_000603,3.55,ACC_9186,2024-06-14,Revenue
TRX_000604,7.4,ACC_9677,2024-05-08,Asset
TRX_000605,4.7,ACC_3311,2024-10-14,Asset
TRX_000606,4.8,ACC_6785,2024-10-22,Liability
TRX_000607,7.5,ACC_9740,2024-06-07,Asset
TRX_000608,2.5,ACC_5507,2024-06-14,Revenue
TRX_000609,2.8,ACC_5698,2024-08-13,Expense
TRX_000610,2.7,ACC_1726,2024-05-10,Asset
TRX_000611,4.9,ACC_4885,2024-02-25,Revenue
TRX_000612,7.6,ACC_7985,2024-10-20,Revenue
TRX_000613,1.595,ACC_1564,2024-02-26,Expense
TRX_000614,4.54,ACC_5631,2024-04-01,Revenue
TRX_000615,2.4,ACC_4549,2024-09-15,Asset
TRX_000616,5.759,ACC_3892,2024-01-24,Asset
TRX_000617,8.025,ACC_2294,2024-09-02,Asset
TRX_000618,6.23,ACC_2322,2024-05-03,Revenue
TRX_000619,9.16,ACC_9488,2024-10-18,Asset
TRX_000620,6.26,ACC_3208,2024-05-16,Asset
TRX_000621,1.633,ACC_9867,2024-12-13,Revenue
TRX_000622,2.538,ACC_5534,2024-09-16,Expense
TRX_000623,3.2,ACC_4799,2024-11-13,Liability
TRX_000624,6.1,ACC_2487,2024-09-18,Expense
TRX_000625,1.659,ACC_2620,2024-01-16,Liability
TRX_000626,3.0,ACC_1100,2024-02-20,Liability
TRX_000627,4.029,ACC_7073,2024-03-20,Expense
TRX_000628,1.413,ACC_5235,2024-07-14,Asset
TRX_000629,1.0,ACC_9697,2024-10-10,Asset
TRX_000630,1.9,ACC_4720,2024-01-01,Liability
TRX_000631,1.8,ACC_8281,2024-09-15,Expense
TRX_000632,5.3,ACC_6560,2024-01-12,Asset
TRX_000633,1.22,ACC_5157,2024-10-06,Revenue
TRX_000634,3.39,ACC_5207,2024-09-25,Expense
TRX_000635,1.034,ACC_5615,2024-12-02,Liability
TRX_000636,4.8,ACC_8456,2024-03-18,Liability
TRX_000637,6.88,ACC_7041,2024-02-03,Expense
TRX_000638,3.626,ACC_1470,2024-09-02,Revenue
TRX_000639,1.114,ACC_9249,2024-10-12,Expense
TRX_000640,5.814,ACC_2790,2024-06-22,Asset
TRX_000641,1.987,ACC_6317,2024-11-26,Revenue
TRX_000642,7.3,ACC_8129,2024-02-21,Liability
TRX_000643,1.54,ACC_8866,2024-02-11,Asset
TRX_000644,1.71,ACC_5920,2024-09-19,Liability
TRX_000645,5.472,ACC_7870,2024-11-08,Liability
TRX_000646,3.21,ACC_7825,2024-07-09,Revenue
TRX_000647,2.066,ACC_4935,2024-12-08,Revenue
TRX_000648,2.4,ACC_8856,2024-10-05,Expense
TRX_000649,5.6,ACC_6984,2024-11-18,Expense
TRX_000650,1.6,ACC_4737,2024-01-17,Expense
TRX_000651,1.15,ACC_1105,2024-08-18,Asset
TRX_000652,5.06,ACC_5541,2024-10-06,Expense
TRX_000653,2.96,ACC_4981,2024-06-19,Asset
TRX_000654,2.84,ACC_7376,2024-10-21,Asset
TRX_000655,1.318,ACC_9417,2024-03-26,Expense
TRX_000656,1.975,ACC_9895,2024-01-19,Asset
TRX_000657,2.3,ACC_6579,2024-05-03,Asset
TRX_000658,1.0,ACC_4675,2024-02-12,Revenue
TRX_000659,3.7,ACC_4170,2024-06-04,Asset
TRX_000660,4.25,ACC_3024,2024-11-16,Expense
TRX_000661,1.176,ACC_2906,2024-08-26,Revenue
TRX_000662,1.8,ACC_2460,2024-03-22,Expense
TRX_000663,7.64,ACC_2428,2024-11-10,Asset
TRX_000664,2.0,ACC_3686,2024-11-08,Expense
TRX_000665,8.175,ACC_3262,2024-05-09,Revenue
TRX_000666,8.017,ACC_4998,2024-01-07,Expense
TRX_000667,2.681,ACC_5071,2024-09-27,Asset
TRX_000668,1.4,ACC_3739,2024-05-20,Asset
TRX_000669,6.81,ACC_3975,2024-10-06,Revenue
TRX_000670,1.0,ACC_1818,2024-05-13,Asset
TRX_000671,4.8,ACC_3418,2024-03-12,Expense
TRX_000672,1.68,ACC_7830,2024-06-03,Liability
TRX_000673,9.477,ACC_2781,2024-01-08,Liability
TRX_000674,3.39,ACC_9742,2024-09-14,Liability
TRX_000675,1.871,ACC_7614,2024-02-13,Liability
TRX_000676,2.3,ACC_8492,2024-06-16,Revenue
TRX_000677,5.01,ACC_4161,2024-05-23,Liability
TRX_000678,2.16,ACC_9624,2024-01-25,Revenue
TRX_000679,8.0,ACC_3233,2024-04-19,Revenue
TRX_000680,3.1,ACC_8830,2024-01-07,Liability
TRX_000681,2.5,ACC_8799,2024-05-02,Liability
TRX_000682,3.97,ACC_6972,2024-11-27,Liability
TRX_000683,1.0,ACC_2030,2024-03-26,Liability
TRX_000684,3.041,ACC_9106,2024-04-16,Revenue
TRX_000685,1.73,ACC_2672,2024-12-21,Revenue
TRX_000686,1.6,ACC_8734,2024-01-05,Expense
TRX_000687,8.989,ACC_4253,2024-07-14,Asset
TRX_000688,5.907,ACC_4513,2024-08-13,Asset
TRX_000689,9.3,ACC_9529,2024-02-05,Expense
TRX_000690,3.735,ACC_6993,2024-06-19,Expense
TRX_000691,1.063,ACC_6085,2024-07-19,Liability
TRX_000692,3.441,ACC_4690,2024-10-12,Expense
TRX_000693,4.15,ACC_4862,2024-11-26,Asset
TRX_000694,2.74,ACC_4345,2024-07-18,Expense
TRX_000695,3.822,ACC_8095,2024-12-11,Asset
TRX_000696,1.25,ACC_4771,2024-04-12,Liability
TRX_000697,1.4,ACC_9712,2024-09-19,Asset
TRX_000698,1.1,ACC_8111,2024-03-17,Liability
TRX_000699,2.155,ACC_3765,2024-03-12,Liability
TRX_000700,3.16,ACC_3972,2024-01-07,Expense
TRX_000701,9.05,ACC_6463,2024-06-27,Expense
TRX_000702,1.17,ACC_2070,2024-11-22,Expense
TRX_000703,1.87,ACC_7854,2024-07-21,Expense
TRX_000704,3.23,ACC_4867,2024-11-18,Expense
TRX_000705,2.54,ACC_9067,2024-11-04,Revenue
TRX_000706,1.76,ACC_5782,2024-10-25,Revenue
TRX_000707,6.766,ACC_3523,2024-05-18,Expense
TRX_000708,9.86,ACC_2220,2024-03-12,Asset
TRX_000709,2.32,ACC_7523,2024-11-08,Asset
TRX_000710,2.619,ACC_5498,2024-10-09,Liability
TRX_000711,2.9,ACC_1792,2024-04-14,Liability
TRX_000712,3.679,ACC_2214,2024-04-19,Asset
TRX_000713,4.0,ACC_6917,2024-06-03,Revenue
TRX_000714,9.155,ACC_7906,2024-08-12,Revenue
TRX_000715,8.81,ACC_1224,2024-10-02,Liability
TRX_000716,4.5,ACC_2888,2024-06-12,Asset
TRX_000717,6.03,ACC_9701,2024-08-05,Revenue
TRX_000718,2.9,ACC_8777,2024-09-24,Asset
TRX_000719,2.453,ACC_2777,2024-09-03,Liability
TRX_000720,4.71,ACC_2325,2024-06-11,Liability
TRX_000721,2.205,ACC_3869,2024-05-27,Liability
TRX_000722,2.003,ACC_2824,2024-12-17,Revenue
TRX_000723,3.44,ACC_4845,2024-08-19,Revenue
TRX_000724,2.7,ACC_1968,2024-01-09,Asset
TRX_000725,4.8,ACC_2469,2024-06-04,Asset
TRX_000726,2.67,ACC_4431,2024-01-24,Expense
TRX_000727,2.72,ACC_3892,2024-04-06,Asset
TRX_000728,6.57,ACC_4641,2024-11-07,Liability
TRX_000729,1.669,ACC_5335,2024-10-08,Revenue
TRX_000730,2.6,ACC_6494,2024-04-25,Liability
TRX_000731,8.17,ACC_1462,2024-01-20,Expense
TRX_000732,4.6,ACC_8903,2024-11-25,Revenue
TRX_000733,5.4,ACC_7009,2024-11-22,Revenue
TRX_000734,1.822,ACC_5070,2024-07-06,Liability
TRX_000735,3.6,ACC_4620,2024-07-18,Expense
TRX_000736,1.3,ACC_3650,2024-01-14,Revenue
TRX_000737,9.76,ACC_2531,2024-10-17,Liability
TRX_000738,7.1,ACC_7163,2024-01-16,Asset
TRX_000739,3.54,ACC_3908,2024-09-04,Expense
TRX_000740,1.086,ACC_5009,2024-12-25,Asset
TRX_000741,5.93,ACC_1225,2024-06-24,Expense
TRX_000742,1.1,ACC_4727,2024-08-25,Liability
TRX_000743,3.97,ACC_9795,2024-06-27,Liability
TRX_000744,3.9,ACC_4770,2024-06-14,Expense
TRX_000745,1.326,ACC_7833,2024-02-11,Expense
TRX_000746,3.511,ACC_1966,2024-10-17,Expense
TRX_000747,2.76,ACC_9101,2024-04-02,Revenue
TRX_000748,1.09,ACC_5607,2024-02-13,Liability
TRX_000749,2.03,ACC_2726,2024-07-10,Asset
TRX_000750,4.813,ACC_1356,2024-01-08,Liability
TRX_000751,3.7,ACC_5418,2024-02-21,Asset
TRX_000752,2.571,ACC_3739,2024-11-07,Liability
TRX_000753,5.9,ACC_1877,2024-07-01,Revenue
TRX_000754,9.3,ACC_9728,2024-07-10,Revenue
TRX_000755,9.069,ACC_4863,2024-11-09,Liability
TRX_000756,4.6,ACC_5690,2024-10-05,Asset
TRX_000757,1.1,ACC_8869,2024-02-07,Asset
TRX_000758,3.63,ACC_1028,2024-02-16,Asset
TRX_000759,1.4,ACC_6755,2024-03-07,Expense
TRX_000760,2.1,ACC_4581,2024-11-24,Expense
TRX_000761,1.862,ACC_1325,2024-11-11,Asset
TRX_000762,5.5,ACC_4896,2024-05-07,Revenue
TRX_000763,1.025,ACC_3577,2024-10-11,Revenue
TRX_000764,2.3,ACC_9128,2024-04-03,Expense
TRX_000765,1.063,ACC_8140,2024-10-21,Revenue
TRX_000766,2.1,ACC_6622,2024-06-05,Liability
TRX_000767,2.5,ACC_5086,2024-09-26,Asset
TRX_000768,3.7,ACC_9419,2024-01-21,Expense
TRX_000769,5.7,ACC_6463,2024-03-25,Asset
TRX_000770,8.591,ACC_6781,2024-01-27,Revenue
TRX_000771,1.87,ACC_9002,2024-03-17,Expense
TRX_000772,2.07,ACC_4412,2024-09-23,Liability
TRX_000773,1.8,ACC_5833,2024-10-10,Asset
TRX_000774,6.669,ACC_9940,2024-05-06,Revenue
TRX_000775,1.87,ACC_8292,2024-10-08,Asset
TRX_000776,2.55,ACC_4264,2024-12-14,Liability
TRX_000777,1.91,ACC_1550,2024-07-11,Liability
TRX_000778,1.1,ACC_5409,2024-08-24,Revenue
TRX_000779,8.891,ACC_4301,2024-03-11,Asset
TRX_000780,4.395,ACC_8982,2024-09-18,Expense
TRX_000781,1.13,ACC_9791,2024-02-08,Liability
TRX_000782,2.65,ACC_3653,2024-10-05,Asset
TRX_000783,3.2,ACC_4969,2024-05-20,Revenue
TRX_000784,7.531,ACC_2309,2024-01-24,Expense
TRX_000785,7.767,ACC_3711,2024-06-26,Expense
TRX_000786,3.0,ACC_1946,2024-03-11,Revenue
TRX_000787,4.56,ACC_2308,2024-11-03,Liability
TRX_000788,6.99,ACC_2439,2024-10-19,Revenue
TRX_000789,2.91,ACC_1669,2024-08-07,Asset
TRX_000790,2.5,ACC_1109,2024-01-01,Revenue
TRX_000791,1.373,ACC_1104,2024-06-18,Liability
TRX_000792,1.852,ACC_7382,2024-07-16,Revenue
TRX_000793,3.462,ACC_4196,2024-01-26,Expense
TRX_000794,2.0,ACC_1238,2024-04-18,Asset
TRX_000795,8.3,ACC_8756,2024-09-13,Expense
TRX_000796,7.09,ACC_2490,2024-09-03,Revenue
TRX_000797,7.09,ACC_3440,2024-12-15,Asset
TRX_000798,9.8,ACC_3367,2024-09-23,Asset
TRX_000799,1.8,ACC_4262,2024-09-17,Revenue
