Transaction_ID,Amount,Account,Date,Type
TRX_000800,1.41,ACC_5264,2024-10-14,Liability
TRX_000801,1.793,ACC_8727,2024-05-04,Expense
TRX_000802,1.759,ACC_2124,2024-02-10,Expense
TRX_000803,1.6,ACC_8232,2024-04-20,Expense
TRX_000804,6.01,ACC_9974,2024-01-23,Liability
TRX_000805,1.0,ACC_3956,2024-11-10,Liability
TRX_000806,2.089,ACC_7458,2024-02-05,Expense
TRX_000807,1.3,ACC_1968,2024-02-05,Revenue
TRX_000808,1.98,ACC_8382,2024-12-10,Expense
TRX_000809,9.55,ACC_4201,2024-02-10,Liability
TRX_000810,4.7,ACC_4377,2024-05-12,Liability
TRX_000811,8.1,ACC_6285,2024-11-11,Revenue
TRX_000812,1.1,ACC_3889,2024-02-26,Expense
TRX_000813,8.963,ACC_8612,2024-06-14,Liability
TRX_000814,1.022,ACC_2861,2024-11-16,Expense
TRX_000815,9.697,ACC_6909,2024-09-19,Asset
TRX_000816,1.3,ACC_3070,2024-09-02,Expense
TRX_000817,3.2,ACC_9872,2024-05-22,Expense
TRX_000818,7.1,ACC_4167,2024-06-08,Expense
TRX_000819,1.0,ACC_3024,2024-10-23,Liability
TRX_000820,2.5,ACC_3511,2024-03-02,Asset
TRX_000821,2.131,ACC_4175,2024-10-26,Liability
TRX_000822,3.2,ACC_3759,2024-12-08,Asset
TRX_000823,5.503,ACC_6773,2024-03-09,Expense
TRX_000824,8.3,ACC_3338,2024-05-15,Expense
TRX_000825,1.754,ACC_9627,2024-04-04,Asset
TRX_000826,1.3,ACC_1076,2024-10-06,Expense
TRX_000827,1.27,ACC_8024,2024-10-21,Expense
TRX_000828,3.98,ACC_9333,2024-04-15,Liability
TRX_000829,1.1,ACC_9234,2024-08-20,Asset
TRX_000830,2.4,ACC_3110,2024-11-17,Asset
TRX_000831,2.16,ACC_5701,2024-01-13,Expense
TRX_000832,2.395,ACC_1941,2024-08-25,Expense
TRX_000833,1.8,ACC_9853,2024-04-01,Liability
TRX_000834,2.1,ACC_4414,2024-05-23,Revenue
TRX_000835,2.3,ACC_3709,2024-03-06,Expense
TRX_000836,8.81,ACC_7722,2024-10-17,Asset
TRX_000837,4.804,ACC_3130,2024-09-24,Revenue
TRX_000838,2.463,ACC_7265,2024-09-07,Expense
TRX_000839,1.482,ACC_8999,2024-04-17,Expense
TRX_000840,5.28,ACC_1652,2024-08-23,Revenue
TRX_000841,1.3,ACC_5759,2024-04-19,Liability
TRX_000842,6.81,ACC_3653,2024-12-16,Revenue
TRX_000843,7.4,ACC_6912,2024-11-09,Expense
TRX_000844,8.823,ACC_5784,2024-01-17,Revenue
TRX_000845,2.4,ACC_9808,2024-03-19,Asset
TRX_000846,1.1,ACC_2409,2024-01-26,Expense
TRX_000847,2.976,ACC_2306,2024-10-03,Asset
TRX_000848,2.349,ACC_7236,2024-01-04,Liability
TRX_000849,8.0,ACC_2695,2024-04-15,Revenue
TRX_000850,3.775,ACC_3825,2024-09-27,Liability
TRX_000851,3.0,ACC_2789,2024-02-15,Expense
TRX_000852,1.74,ACC_1973,2024-12-23,Expense
TRX_000853,1.698,ACC_8433,2024-10-16,Revenue
TRX_000854,2.46,ACC_6873,2024-11-15,Revenue
TRX_000855,3.869,ACC_9283,2024-07-13,Revenue
TRX_000856,3.72,ACC_5537,2024-10-01,Liability
TRX_000857,1.1,ACC_3922,2024-02-07,Expense
TRX_000858,2.66,ACC_7229,2024-10-11,Revenue
TRX_000859,1.689,ACC_9160,2024-05-20,Expense
TRX_000860,8.754,ACC_1352,2024-04-19,Revenue
TRX_000861,1.5,ACC_1481,2024-03-11,Expense
TRX_000862,2.4,ACC_1865,2024-06-26,Expense
TRX_000863,4.284,ACC_4770,2024-06-14,Liability
TRX_000864,1.2,ACC_9978,2024-05-27,Expense
TRX_000865,1.71,ACC_6392,2024-04-12,Revenue
TRX_000866,6.3,ACC_3377,2024-09-03,Asset
TRX_000867,1.0,ACC_9903,2024-03-27,Revenue
TRX_000868,5.6,ACC_4574,2024-04-09,Revenue
TRX_000869,5.12,ACC_6769,2024-06-14,Revenue
TRX_000870,8.46,ACC_6854,2024-07-19,Asset
TRX_000871,2.718,ACC_8727,2024-08-06,Expense
TRX_000872,6.48,ACC_1986,2024-09-15,Expense
TRX_000873,2.9,ACC_4413,2024-12-24,Revenue
TRX_000874,7.7,ACC_4081,2024-09-27,Asset
TRX_000875,2.2,ACC_3933,2024-07-14,Expense
TRX_000876,5.76,ACC_8523,2024-02-24,Asset
TRX_000877,6.69,ACC_2088,2024-08-04,Revenue
TRX_000878,2.159,ACC_9378,2024-01-04,Liability
TRX_000879,1.8,ACC_9330,2024-11-06,Revenue
TRX_000880,4.5,ACC_9759,2024-06-05,Asset
TRX_000881,1.94,ACC_5537,2024-04-02,Liability
TRX_000882,1.1,ACC_4988,2024-12-13,Revenue
TRX_000883,9.5,ACC_9652,2024-11-01,Revenue
TRX_000884,1.8,ACC_6167,2024-08-17,Asset
TRX_000885,3.7,ACC_5997,2024-09-01,Revenue
TRX_000886,4.92,ACC_3096,2024-03-11,Revenue
TRX_000887,9.7,ACC_4216,2024-12-14,Liability
TRX_000888,2.3,ACC_5529,2024-03-11,Revenue
TRX_000889,3.1,ACC_1045,2024-10-15,Revenue
TRX_000890,2.357,ACC_1636,2024-06-16,Expense
TRX_000891,1.5,ACC_6323,2024-01-25,Liability
TRX_000892,5.25,ACC_3108,2024-10-27,Liability
TRX_000893,3.2,ACC_4900,2024-05-10,Liability
TRX_000894,1.368,ACC_8838,2024-11-16,Liability
TRX_000895,2.6,ACC_8069,2024-03-09,Expense
TRX_000896,2.24,ACC_8714,2024-04-16,Liability
TRX_000897,9.3,ACC_5242,2024-10-17,Revenue
TRX_000898,5.97,ACC_4499,2024-04-11,Revenue
TRX_000899,1.48,ACC_7604,2024-11-16,Liability
TRX_000900,4.79,ACC_8372,2024-09-17,Asset
TRX_000901,1.32,ACC_5102,2024-09-19,Revenue
TRX_000902,3.16,ACC_5865,2024-02-18,Asset
TRX_000903,1.06,ACC_5092,2024-12-21,Asset
TRX_000904,6.9,ACC_3181,2024-11-17,Revenue
TRX_000905,1.655,ACC_8226,2024-04-03,Expense
TRX_000906,2.0,ACC_3982,2024-10-04,Asset
TRX_000907,2.4,ACC_9146,2024-05-20,Expense
TRX_000908,7.097,ACC_4022,2024-05-04,Expense
TRX_000909,4.43,ACC_7763,2024-03-10,Asset
TRX_000910,7.102,ACC_1500,2024-10-27,Liability
TRX_000911,6.428,ACC_5284,2024-10-26,Liability
TRX_000912,2.05,ACC_5482,2024-07-21,Revenue
TRX_000913,1.4,ACC_8338,2024-05-26,Revenue
TRX_000914,2.78,ACC_3588,2024-07-03,Revenue
TRX_000915,9.2,ACC_3837,2024-01-25,Asset
TRX_000916,2.5,ACC_5150,2024-03-06,Asset
TRX_000917,2.4,ACC_6790,2024-09-16,Expense
TRX_000918,4.79,ACC_6672,2024-03-27,Expense
TRX_000919,1.2,ACC_1598,2024-01-02,Revenue
TRX_000920,6.675,ACC_7806,2024-12-18,Liability
TRX_000921,1.04,ACC_7107,2024-08-15,Liability
TRX_000922,3.0,ACC_7264,2024-05-06,Expense
TRX_000923,1.3,ACC_7655,2024-10-01,Revenue
TRX_000924,1.6,ACC_4319,2024-10-23,Expense
TRX_000925,6.09,ACC_3888,2024-03-19,Expense
TRX_000926,3.712,ACC_6873,2024-08-09,Revenue
TRX_000927,2.428,ACC_6013,2024-11-01,Liability
TRX_000928,3.6,ACC_3515,2024-08-10,Revenue
TRX_000929,2.0,ACC_5370,2024-04-10,Revenue
TRX_000930,1.08,ACC_9899,2024-04-03,Asset
TRX_000931,8.73,ACC_9127,2024-08-17,Asset
TRX_000932,1.0,ACC_5268,2024-04-22,Liability
TRX_000933,6.24,ACC_4872,2024-07-12,Asset
TRX_000934,8.5,ACC_3389,2024-02-19,Liability
TRX_000935,3.09,ACC_4663,2024-04-27,Liability
TRX_000936,5.302,ACC_3708,2024-06-09,Revenue
TRX_000937,1.8,ACC_9399,2024-02-27,Revenue
TRX_000938,1.86,ACC_9634,2024-02-17,Expense
TRX_000939,7.72,ACC_8192,2024-10-05,Asset
TRX_000940,4.14,ACC_8262,2024-01-15,Expense
TRX_000941,6.586,ACC_3484,2024-09-06,Expense
TRX_000942,1.0,ACC_8743,2024-11-25,Revenue
TRX_000943,7.8,ACC_8938,2024-03-01,Revenue
TRX_000944,4.8,ACC_5817,2024-02-07,Asset
TRX_000945,3.7,ACC_3273,2024-03-05,Expense
TRX_000946,7.165,ACC_3520,2024-09-02,Asset
TRX_000947,1.5,ACC_4683,2024-01-09,Liability
TRX_000948,3.45,ACC_2868,2024-08-27,Revenue
TRX_000949,5.8,ACC_7010,2024-07-23,Liability
TRX_000950,6.0,ACC_5637,2024-09-06,Revenue
TRX_000951,1.1,ACC_9457,2024-05-15,Revenue
TRX_000952,5.7,ACC_1209,2024-08-04,Expense
TRX_000953,8.4,ACC_4148,2024-01-23,Liability
TRX_000954,8.327,ACC_7338,2024-07-18,Asset
TRX_000955,1.7,ACC_1329,2024-12-25,Asset
TRX_000956,1.082,ACC_2388,2024-10-16,Liability
TRX_000957,1.0,ACC_9708,2024-05-14,Asset
TRX_000958,3.325,ACC_5995,2024-03-09,Revenue
TRX_000959,2.594,ACC_2050,2024-06-26,Expense
TRX_000960,2.2,ACC_2329,2024-12-19,Revenue
TRX_000961,1.17,ACC_2573,2024-07-11,Revenue
TRX_000962,8.753,ACC_2160,2024-10-02,Liability
TRX_000963,7.4,ACC_5635,2024-08-14,Liability
TRX_000964,4.7,ACC_9370,2024-02-09,Expense
TRX_000965,1.1,ACC_1419,2024-09-12,Revenue
TRX_000966,6.509,ACC_2340,2024-06-25,Revenue
TRX_000967,4.37,ACC_2292,2024-07-11,Liability
TRX_000968,7.015,ACC_9494,2024-07-22,Revenue
TRX_000969,7.4,ACC_9953,2024-03-23,Expense
TRX_000970,2.291,ACC_9007,2024-04-25,Liability
TRX_000971,1.625,ACC_2420,2024-05-01,Asset
TRX_000972,3.3,ACC_4305,2024-03-27,Liability
TRX_000973,1.56,ACC_6944,2024-12-23,Expense
TRX_000974,1.748,ACC_3793,2024-12-05,Revenue
TRX_000975,9.12,ACC_5080,2024-03-18,Revenue
TRX_000976,2.41,ACC_3015,2024-02-17,Expense
TRX_000977,2.54,ACC_3018,2024-12-03,Asset
TRX_000978,2.3,ACC_9216,2024-04-18,Asset
TRX_000979,1.4,ACC_7884,2024-06-17,Expense
TRX_000980,7.29,ACC_6644,2024-03-11,Expense
TRX_000981,4.2,ACC_4215,2024-02-07,Revenue
TRX_000982,1.98,ACC_4131,2024-08-19,Asset
TRX_000983,1.67,ACC_1889,2024-10-24,Liability
TRX_000984,2.11,ACC_8624,2024-07-18,Liability
TRX_000985,5.872,ACC_6008,2024-02-15,Expense
TRX_000986,1.38,ACC_3949,2024-06-26,Asset
TRX_000987,1.521,ACC_8022,2024-05-16,Expense
TRX_000988,1.6,ACC_9051,2024-06-03,Liability
TRX_000989,7.84,ACC_4891,2024-03-10,Revenue
TRX_000990,1.602,ACC_2884,2024-08-16,Revenue
TRX_000991,6.752,ACC_2550,2024-01-07,Revenue
TRX_000992,4.9,ACC_7572,2024-11-20,Expense
TRX_000993,4.536,ACC_8218,2024-01-04,Asset
TRX_000994,7.47,ACC_9659,2024-04-05,Asset
TRX_000995,3.506,ACC_1444,2024-06-15,Liability
TRX_000996,1.58,ACC_5008,2024-01-17,Revenue
TRX_000997,8.9,ACC_6430,2024-03-02,Liability
TRX_000998,1.75,ACC_9834,2024-06-16,Expense
TRX_000999,7.963,ACC_1755,2024-07-04,Liability
TRX_001000,3.6,ACC_5060,2024-10-19,Expense
TRX_000001,1.24,ACC_6789,2024-03-27,Expense
TRX_000002,3.0,ACC_2912,2024-09-21,Revenue
TRX_000003,5.542,ACC_7554,2024-08-20,Liability
TRX_000004,6.257,ACC_2118,2024-09-22,Revenue
TRX_000005,1.18,ACC_7337,2024-02-03,Liability
TRX_000006,1.813,ACC_5760,2024-02-10,Asset
TRX_000007,1.78,ACC_5374,2024-08-20,Liability
TRX_000008,6.7,ACC_5867,2024-01-13,Liability
TRX_000009,1.7,ACC_7686,2024-06-10,Liability
TRX_000010,7.62,ACC_5511,2024-04-10,Revenue
TRX_000011,2.143,ACC_9252,2024-08-07,Expense
TRX_000012,1.29,ACC_9664,2024-05-14,Asset
TRX_000013,1.596,ACC_8824,2024-01-26,Expense
TRX_000014,7.042,ACC_6824,2024-08-12,Asset
TRX_000015,2.88,ACC_6957,2024-08-04,Revenue
TRX_000016,3.633,ACC_3810,2024-05-05,Liability
TRX_000017,1.6,ACC_8507,2024-10-23,Expense
TRX_000018,1.9,ACC_6756,2024-07-09,Expense
TRX_000019,3.998,ACC_2750,2024-11-17,Liability
TRX_000020,1.3,ACC_6938,2024-01-23,Asset
TRX_000021,7.53,ACC_8933,2024-06-26,Asset
TRX_000022,2.4,ACC_4818,2024-10-26,Liability
TRX_000023,2.369,ACC_5408,2024-10-04,Expense
TRX_000024,4.95,ACC_7185,2024-01-14,Expense
TRX_000025,2.7,ACC_9594,2024-06-25,Liability
TRX_000026,1.4,ACC_5419,2024-09-13,Asset
TRX_000027,8.3,ACC_4378,2024-02-09,Liability
TRX_000028,4.4,ACC_9533,2024-05-27,Liability
TRX_000029,4.5,ACC_2434,2024-10-16,Expense
TRX_000030,2.2,ACC_9457,2024-06-17,Revenue
TRX_000031,1.782,ACC_7065,2024-04-08,Asset
TRX_000032,8.329,ACC_5677,2024-11-14,Liability
TRX_000033,3.18,ACC_6712,2024-07-22,Asset
TRX_000034,6.2,ACC_5675,2024-12-18,Expense
TRX_000035,3.685,ACC_2031,2024-01-19,Asset
TRX_000036,1.6,ACC_3296,2024-11-19,Revenue
TRX_000037,9.7,ACC_9720,2024-10-10,Asset
TRX_000038,7.1,ACC_8972,2024-02-26,Revenue
TRX_000039,2.7,ACC_4850,2024-06-27,Asset
TRX_000040,8.9,ACC_1740,2024-10-14,Revenue
TRX_000041,1.816,ACC_8991,2024-05-12,Revenue
TRX_000042,2.29,ACC_5846,2024-12-21,Expense
TRX_000043,8.5,ACC_9737,2024-07-13,Asset
TRX_000044,2.3,ACC_2257,2024-11-27,Asset
TRX_000045,3.4,ACC_1120,2024-05-27,Expense
TRX_000046,6.1,ACC_9177,2024-02-24,Liability
TRX_000047,5.54,ACC_5994,2024-05-05,Revenue
TRX_000048,1.361,ACC_6539,2024-01-26,Liability
TRX_000049,1.9,ACC_7711,2024-11-26,Liability
TRX_000050,1.963,ACC_4428,2024-09-07,Liability
TRX_000051,2.69,ACC_8260,2024-09-04,Liability
TRX_000052,1.1,ACC_8073,2024-08-09,Asset
TRX_000053,7.5,ACC_4708,2024-12-26,Expense
TRX_000054,1.493,ACC_9867,2024-12-24,Revenue
TRX_000055,3.27,ACC_9065,2024-02-09,Revenue
TRX_000056,6.5,ACC_6067,2024-01-12,Expense
TRX_000057,1.2,ACC_3729,2024-11-18,Expense
TRX_000058,1.3,ACC_2878,2024-03-23,Revenue
TRX_000059,5.368,ACC_5477,2024-08-08,Revenue
TRX_000060,2.42,ACC_5759,2024-12-21,Liability
TRX_000061,8.544,ACC_2900,2024-10-18,Revenue
TRX_000062,2.014,ACC_1815,2024-12-13,Asset
TRX_000063,1.4,ACC_7702,2024-06-12,Liability
TRX_000064,2.3,ACC_1255,2024-01-12,Liability
TRX_000065,2.845,ACC_9762,2024-09-25,Liability
TRX_000066,6.4,ACC_1347,2024-06-09,Liability
TRX_000067,7.52,ACC_4038,2024-09-15,Expense
TRX_000068,3.2,ACC_3274,2024-07-08,Asset
TRX_000069,3.7,ACC_6974,2024-12-17,Expense
TRX_000070,3.82,ACC_3285,2024-07-13,Expense
TRX_000071,9.328,ACC_8843,2024-06-08,Asset
TRX_000072,1.4,ACC_6289,2024-07-13,Revenue
TRX_000073,3.356,ACC_7708,2024-02-23,Liability
TRX_000074,2.3,ACC_1754,2024-12-15,Asset
TRX_000075,2.4,ACC_3815,2024-11-16,Revenue
TRX_000076,1.3,ACC_1607,2024-10-15,Expense
TRX_000077,1.405,ACC_6044,2024-08-25,Liability
TRX_000078,3.23,ACC_7783,2024-11-20,Asset
TRX_000079,1.488,ACC_8211,2024-01-14,Expense
TRX_000080,7.01,ACC_7278,2024-08-17,Asset
TRX_000081,5.8,ACC_4598,2024-09-26,Asset
TRX_000082,6.6,ACC_2758,2024-08-17,Expense
TRX_000083,6.446,ACC_8550,2024-11-15,Liability
TRX_000084,9.013,ACC_8980,2024-08-27,Revenue
TRX_000085,4.1,ACC_3036,2024-07-15,Revenue
TRX_000086,1.8,ACC_1023,2024-04-13,Asset
TRX_000087,5.7,ACC_2485,2024-10-12,Liability
TRX_000088,6.7,ACC_1756,2024-11-01,Liability
TRX_000089,2.0,ACC_1258,2024-12-19,Asset
TRX_000090,4.55,ACC_1784,2024-05-22,Liability
TRX_000091,1.2,ACC_5746,2024-08-07,Expense
TRX_000092,1.8,ACC_6396,2024-02-03,Liability
TRX_000093,2.2,ACC_1573,2024-07-21,Revenue
TRX_000094,2.97,ACC_7676,2024-05-08,Revenue
TRX_000095,8.2,ACC_5650,2024-09-05,Revenue
TRX_000096,1.3,ACC_9787,2024-02-12,Revenue
TRX_000097,3.5,ACC_4869,2024-08-11,Liability
TRX_000098,2.4,ACC_6340,2024-12-16,Asset
TRX_000099,9.049,ACC_8147,2024-10-04,Asset
TRX_000100,1.4,ACC_1051,2024-09-21,Revenue
TRX_000101,7.6,ACC_7875,2024-09-22,Expense
TRX_000102,1.21,ACC_7900,2024-02-12,Revenue
TRX_000103,1.12,ACC_8496,2024-04-17,Revenue
TRX_000104,2.2,ACC_2860,2024-03-19,Liability
TRX_000105,1.408,ACC_6493,2024-01-03,Asset
TRX_000106,2.969,ACC_6611,2024-09-22,Asset
TRX_000107,1.9,ACC_9851,2024-09-15,Asset
TRX_000108,8.1,ACC_7457,2024-03-14,Liability
TRX_000109,9.4,ACC_5155,2024-11-25,Asset
TRX_000110,7.89,ACC_6063,2024-03-22,Asset
TRX_000111,1.0,ACC_6247,2024-03-11,Liability
TRX_000112,6.97,ACC_8391,2024-05-04,Revenue
TRX_000113,3.1,ACC_6239,2024-05-16,Asset
TRX_000114,3.42,ACC_2721,2024-12-12,Expense
TRX_000115,1.3,ACC_6775,2024-10-13,Expense
TRX_000116,2.24,ACC_9179,2024-03-08,Expense
TRX_000117,3.7,ACC_9401,2024-03-26,Expense
TRX_000118,3.126,ACC_6604,2024-07-20,Revenue
TRX_000119,6.1,ACC_3514,2024-04-22,Expense
TRX_000120,2.109,ACC_3343,2024-01-12,Expense
TRX_000121,1.5,ACC_3502,2024-12-08,Liability
TRX_000122,2.8,ACC_6897,2024-06-06,Revenue
TRX_000123,4.5,ACC_7877,2024-11-08,Revenue
TRX_000124,6.9,ACC_5969,2024-03-08,Asset
TRX_000125,3.4,ACC_4439,2024-09-04,Revenue
TRX_000126,4.02,ACC_6040,2024-04-24,Liability
TRX_000127,4.797,ACC_5543,2024-04-08,Revenue
TRX_000128,9.87,ACC_9916,2024-12-03,Asset
TRX_000129,1.128,ACC_8475,2024-04-03,Revenue
TRX_000130,1.214,ACC_7096,2024-12-27,Expense
TRX_000131,7.78,ACC_6423,2024-07-15,Expense
TRX_000132,4.839,ACC_7805,2024-05-01,Revenue
TRX_000133,1.8,ACC_4118,2024-05-07,Asset
TRX_000134,3.549,ACC_9776,2024-08-14,Liability
TRX_000135,2.33,ACC_1537,2024-05-13,Revenue
TRX_000136,3.492,ACC_5062,2024-05-03,Liability
TRX_000137,2.5,ACC_1761,2024-04-20,Liability
TRX_000138,1.1,ACC_4164,2024-03-12,Liability
TRX_000139,2.157,ACC_8187,2024-06-14,Revenue
TRX_000140,3.66,ACC_1288,2024-01-12,Liability
TRX_000141,3.267,ACC_7213,2024-08-08,Asset
TRX_000142,7.57,ACC_6600,2024-05-19,Liability
TRX_000143,4.16,ACC_6055,2024-07-13,Revenue
TRX_000144,6.0,ACC_8795,2024-02-04,Expense
TRX_000145,1.31,ACC_1530,2024-10-18,Expense
TRX_000146,2.9,ACC_6156,2024-01-22,Revenue
TRX_000147,1.7,ACC_7189,2024-08-23,Revenue
TRX_000148,1.86,ACC_1762,2024-10-26,Liability
TRX_000149,6.47,ACC_9194,2024-12-23,Expense
TRX_000150,8.1,ACC_6606,2024-11-26,Asset
TRX_000151,1.909,ACC_3063,2024-12-26,Liability
TRX_000152,5.3,ACC_5919,2024-04-02,Asset
TRX_000153,9.388,ACC_6718,2024-05-23,Liability
TRX_000154,2.3,ACC_6715,2024-02-19,Liability
TRX_000155,4.78,ACC_9473,2024-02-02,Asset
TRX_000156,5.6,ACC_5861,2024-01-25,Revenue
TRX_000157,6.2,ACC_8919,2024-09-27,Revenue
TRX_000158,4.5,ACC_1938,2024-01-26,Asset
TRX_000159,3.6,ACC_3685,2024-12-11,Liability
TRX_000160,2.155,ACC_8039,2024-02-20,Liability
TRX_000161,1.1,ACC_3283,2024-04-25,Asset
TRX_000162,2.762,ACC_7227,2024-01-16,Expense
TRX_000163,6.65,ACC_3340,2024-04-02,Expense
TRX_000164,3.96,ACC_7645,2024-12-15,Asset
TRX_000165,4.9,ACC_3160,2024-05-09,Asset
TRX_000166,1.6,ACC_9771,2024-01-22,Expense
TRX_000167,1.8,ACC_7635,2024-04-22,Revenue
TRX_000168,4.8,ACC_9408,2024-08-16,Expense
TRX_000169,3.214,ACC_8074,2024-01-19,Liability
TRX_000170,2.4,ACC_2614,2024-12-17,Revenue
TRX_000171,7.0,ACC_1504,2024-04-09,Asset
TRX_000172,1.5,ACC_9055,2024-01-25,Asset
TRX_000173,1.5,ACC_5960,2024-03-23,Expense
TRX_000174,1.633,ACC_1978,2024-10-27,Revenue
TRX_000175,3.66,ACC_1947,2024-10-26,Expense
TRX_000176,3.3,ACC_8273,2024-02-16,Expense
TRX_000177,7.9,ACC_8069,2024-08-21,Expense
TRX_000178,2.2,ACC_8989,2024-10-21,Expense
TRX_000179,2.2,ACC_2161,2024-07-11,Expense
TRX_000180,6.041,ACC_9031,2024-06-23,Expense
TRX_000181,1.647,ACC_1703,2024-12-16,Liability
TRX_000182,1.15,ACC_2164,2024-12-15,Asset
TRX_000183,1.04,ACC_6546,2024-06-19,Liability
TRX_000184,6.6,ACC_3655,2024-02-03,Revenue
TRX_000185,2.4,ACC_1376,2024-06-05,Liability
TRX_000186,1.7,ACC_5735,2024-12-18,Revenue
TRX_000187,3.5,ACC_2723,2024-09-27,Liability
TRX_000188,8.75,ACC_4881,2024-07-06,Liability
TRX_000189,1.0,ACC_6445,2024-05-25,Revenue
TRX_000190,1.62,ACC_5719,2024-01-27,Liability
TRX_000191,3.8,ACC_5348,2024-01-07,Revenue
TRX_000192,9.99,ACC_1759,2024-07-20,Revenue
TRX_000193,1.6,ACC_9621,2024-04-10,Expense
TRX_000194,4.0,ACC_6423,2024-11-18,Liability
TRX_000195,2.94,ACC_5041,2024-02-21,Liability
TRX_000196,4.841,ACC_8142,2024-01-10,Liability
TRX_000197,4.3,ACC_8849,2024-05-25,Revenue
TRX_000198,1.8,ACC_5370,2024-08-17,Liability
TRX_000199,3.07,ACC_7208,2024-05-04,Asset
TRX_000200,2.0,ACC_9194,2024-05-26,Asset
